Cikkszám;Kategória;Gyártó;Név;Ár;Garidõ
48368;Monitor;Samsung;"Samsung 22"" S22C200BW LED 22"",1680x1050,1000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,16:10,22""";34060;12
48701;Processzor;Antec;Antec  Formula 7 hõvezetõ paszta;3170;0
48926;Monitor;Asus;"Asus 27"" MX279H LED 27"",1920x1080,250cd/m2,5ms,2xHDMI,Multimédia,LED";69900;36
48935;Memória;Kingston;Kingston 8GB DDR3 1600MHz Kit(2x4GB) HyperX XMP Beast Series;10500;-1
49381;Memória;Geil;Geil 16GB DDR3 1333MHz Black Dragon Kit2 (2x8GB);21360;-1
49384;Memória;Geil;Geil 16GB DDR3 1333MHz Evo Veloce Kit2 (2x8GB);33910;-1
49385;Memória;Geil;Geil 32GB DDR3 1333MHz Evo Veloce Kit4 (4x8GB);42180;-1
49387;Memória;Geil;Geil 8GB DDR3 1333MHz Black Dragon Kit2 (2x4GB);12130;-1
49388;Memória;Geil;Geil 8GB DDR3 1333MHz Dragon;16970;-1
49391;Memória;Geil;Geil 16GB DDR3 1600MHz Black Dragon Kit2 (2x8GB);21220;-1
49393;Memória;Geil;Geil 16GB DDR3 1600MHz Evo Leggera Kit2 (2x8GB);40090;-1
49395;Memória;Geil;Geil 16GB DDR3 1600MHz Evo Veloce Kit4 (4x4GB);21360;-1
49397;Memória;Geil;Geil 32GB DDR3 1600MHz Evo Leggera Kit4 (4x8GB);48670;-1
49399;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Veloce Kit2 (2x4GB);12480;-1
49400;Memória;Geil;Geil 16GB DDR3 1866MHz Evo Leggera Kit4 (4x4GB);21360;-1
49402;Memória;Geil;Geil 16GB DDR3 1866MHz Evo Veloce Kit2 (2x8GB);41620;-1
49403;Memória;Geil;Geil 16GB DDR3 1866MHz Evo Veloce Kit4 (4x4GB);21360;-1
49488;Processzor;Revoltec;Revoltec Nano 6g hûtõpaszta;1260;0
49697;Memória;Kingston;Kingston 16GB DDR3 1600MHZ Kit(2x8GB);16290;-1
49712;Memória;Kingston;Kingston 8GB DDR3 1333MHz;8820;-1
49721;Memória;Kingston;Kingston 16GB DDR3 1600MHz Kit(4x4GB) HyperX XMP Beast Series;22360;-1
49745;Processzor;Revoltec;Revoltec 0,5g hûtõpaszta;350;0
49754;Processzor;Revoltec;Revoltec Diamond 6g hûtõpaszta;1640;0
49811;Nyomtató;Xerox;Xerox Phaser 6600V_N Lézernyomtató;103400;12
50019;Memória;Corsair;Corsair 16GB DDR3 2400MHz Kit (4x4GB) Dominator Platinum XMP;47250;-1
50078;Memória;Geil;Geil 4GB DDR3 1333MHz Black Dragon;5950;-1
50079;Memória;Geil;Geil 4GB DDR3 1333MHz Evo Leggera;6580;-1
50080;Memória;Geil;Geil 4GB DDR3 1333MHz Evo Veloce;8850;-1
50082;Memória;Geil;Geil 8GB DDR3 1333MHz Evo Leggera;15890;-1
50083;Memória;Geil;Geil 8GB DDR3 1333MHz Evo Veloce;10710;-1
50084;Memória;Geil;Geil 4GB DDR3 1600MHz Black Dragon;6220;-1
50085;Memória;Geil;Geil 4GB DDR3 1600MHz Evo Leggera;4990;-1
50087;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Leggera;11260;-1
50088;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Veloce;10900;-1
50090;Memória;Geil;Geil 8GB DDR3 2133MHz Evo Veloce Kit2 (2x4GB);14270;-1
50189;Memória;Corsair;Corsair 16GB DDR3 1600MHz Kit (2x8GB) Vengeance XMP;22220;-1
50301;Nyomtató;Kyocera;Kyocera FS-2100DN Lézernyomtató;108680;12
50304;Nyomtató;Kyocera;Kyocera FS-4100DN Lézernyomtató;113800;12
50307;Nyomtató;Kyocera;Kyocera FS-4200DN Lézernyomtató;122130;12
50452;Nyomtató;HP;HP Designjet T120 A1 (CQ891A) wireless tintasugaras PLOTTER;206900;12
50453;Nyomtató;HP;"HP Designjet T520 36"" (CQ893A) wireless tintasugaras PLOTTER";481200;12
50456;Videokártya;Zotac;Zotac GeForce GT 610 1GB DDR3 Zone Edition nVidia,PCIE,GPU:810MHz,RAM:1333MHz,1GB,DDR3,64bit,Passzív hûtés,2xDVI,1xHDMI,Extended Warranty;12080;24
50700;Memória;CSX;CSX 4GB DDR3 1600MHz Kit(2x2GB);5840;-1
50701;Memória;CSX;CSX 8GB DDR3 1600MHz Kit(2x4GB);11750;-1
50702;Memória;CSX;CSX 8GB DDR3 1600MHz;9910;-1
50875;Memória;Patriot;Patriot 8GB DDR3 1333MHz Signature CL9;7490;-1
50876;Memória;Patriot;Patriot 8GB DDR3 1600MHz Signature CL11;7490;-1
50897;Nyomtató;Canon;Canon PRO-100 PIXMA A3+ wireless színes tintasugaras nyomtató;125920;12
50911;Nyomtató;Canon;Canon LBP-6310DN i-SENSYS lézernyomtató;43250;12
50919;Monitor;Asus;"Asus 23"" MX239H 23"",1920x1080,80000000:1,250cd/m2,5ms,2xHDMI,Silver/Black,Multimédia,LED,D-Sub,23"",Full HD,16:9";50200;36
50921;Monitor;Asus;"Asus 27"" VS278Q LED 27"",1920x1080,80000000:1,300cd/m2,1ms,2xHDMI,Black,Multimédia,LED,D-Sub,27"",DP,Full HD,16:9";57100;36
51230;Monitor;Benq;"Benq 24"" GL2460 LED 24"",1920x1080,1000:1,250cd/m2,2ms,1xDVI,Black,LED,16:9";34250;36
51315;Nyomtató;Epson;Epson L300 Tintasugaras ultranagy tintakapacitású nyomtató;40370;12
51317;Nyomtató;Epson;Epson Workforce M100 Tintasugaras ultranagy tintakapacitású nyomtató;38900;12
51318;Nyomtató;Epson;Epson Workforce M105 wireless tintasugaras ultranagy tintakapacitású nyomtató;38900;12
51323;Monitor;Dell;"Dell 29"" U2913WM 29"",2560x1440,1000:1,300cd/m2,8ms,1xDVI,1xHDMI,Black,Multimédia,LED,4xUSB3.0,DP";122880;36
51375;Processzor;Antec;Antec Thermal Grease;590;0
51482;Videokártya;XFX;XFX HD 6450  1GB DDR3 AMD,PCIE,GPU:625MHz,RAM:1066MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;9500;12
51610;Monitor;Benq;"Benq 24"" GL2460HM LED 24"",1920x1080,12000000:1/1000:1,250cd/m2,2ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,24"",16:9";38300;36
51623;Monitor;Benq;"Benq 27"" GW2760HM LED 27"",1920x1080,20000000:1,300cd/m2,4ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,27"",Full HD,16:9";55540;36
51639;Nyomtató;Epson;Epson LX-350 mátrix nyomtató;41300;12
51766;Videokártya;XFX;XFX HD 5450 1GB DDR3 ATI,PCIE,GPU:650MHz,RAM:1066MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;6850;24
51828;Memória;Corsair;Corsair 8GB DDR3 2133MHz Kit (2x4GB) Vengeance;15490;-1
51887;Memória;Geil;Geil 16GB DDR3 1600MHz Evo Veloce Kit2 (2x8GB);21570;-1
51888;Memória;Geil;Geil 8GB DDR3 1600MHz Black Dragon Kit2 (2x4GB) CL11;12530;-1
51967;Monitor;Philips;"Philips 24"" 241P4QPYES LED 24"",1920x1080,5000:1,250cd/m2,6ms,1xDVI,Silver,Multimédia,LED,D-Sub,24"",DP,16:9";47600;36
52417;Monitor;Asus;"Asus 18,5"" VS197DE LED 18,5"",1366x768,50000000:1,200cd/m2,5ms,Black,LED,D-Sub,18,5"",16:9";18490;36
52426;Memória;Kingston;Kingston 16GB DDR3 1600MHz Kit(2x8GB) HyperX XMP Beast Series;18700;-1
52535;Nyomtató;Epson;Epson Workforce AL-M200DN lézernyomtató;19900;12
52557;Processzor;Spire;Spire STARS-456 Silver;610;0
52796;Nyomtató;HP;HP Officejet 7110 Wide Format (CR768A) wireless tintasugaras nyomtató;42810;12
52921;Memória;Geil;Geil 16GB DDR3 2133MHz Evo Veloce Kit4 (4x4GB);25950;-1
52987;Memória;Silicon Power;Silicon Power 1GB DDR 333MHz;7640;-1
53518;Monitor;Benq;"Benq 19,5"" GL2023A LED 19,5"",1600x900,200cd/m2,5ms,Black,LED,16:9";23060;36
53523;Processzor;Arctic;Arctic MX-2 Hûtõpaszta 8g;1370;0
53528;Monitor;Dell;"Dell 24"" U2413 24"",1900x1200,1000:1,350cd/m2,6ms,1xDVI,Black,LED,D-Sub, 5 x USB3.0, 16:10,24"",DP";113490;36
53759;Nyomtató;Lexmark;Lexmark CS310DN színes lézernyomtató;73210;12
53760;Nyomtató;Lexmark;Lexmark CS410DN színes lézernyomtató;98170;12
53762;Nyomtató;Lexmark;Lexmark MS510DN Lézernyomtató;132560;12
53930;Memória;Kingston;Kingston 8GB DDR3 1600MHz;8200;-1
54456;Monitor;Nec;"Nec 40"" X401S 40"",1920x1080,3500:1,500cd/m2,1xDVI,1xHDMI,Black,LED,DP,16:9";416730;36
54481;Monitor;Nec;"Nec 22"" E223W  22"",1680x1050,25000:1,250cd/m2,5ms,1xDVI,Black,LED,DP";59760;36
54482;Monitor;Nec;"Nec 22"" E223W White 22"",1680x1050,1000:1,250cd/m2,5ms,1xDVI,White,LED,DP";59760;36
54483;Monitor;Nec;"Nec 23"" E231W 23"",1920x1080,1000:1,250cd/m2,1xDVI,Black,LED,DP,16:9";66260;36
54489;Monitor;Nec;"Nec 22"" EA223WM Black 22"",1680x1050,1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,Multimédia,LED,USB,DP";71160;36
54491;Monitor;Nec;"Nec 22"" EA224WMI Black 22"",1920x1080,1000:1,250cd/m2,14ms,Black,Pivot,Multimédia,LED,USB,DP";68360;36
54492;Monitor;Nec;"Nec 22"" EA224WMI White 22"",1920x1080,1000:1,250cd/m2,14ms,1xDVI,White,Pivot,Multimédia,LED,USB,DP";68370;36
54497;Monitor;Nec;"Nec 24"" EA244WMI Black 24"",1920x1200,1000:1,350cd/m2,14ms,1xDVI,1xHDMI,Black,Pivot,Multimédia,LED,USB,DP";108100;36
54498;Monitor;Nec;"Nec 24"" EA244WMI White 24"",1920x1200,1000:1,350cd/m2,14ms,1xDVI,1xHDMI,White,Pivot,Multimédia,LED,USB,DP";108110;36
54551;Memória;Corsair;Corsair 16GB DDR3 1600MHz Kit (2x8GB) Vengeance LP;18600;-1
54907;Memória;Corsair;Corsair 16GB DDR3 1866MHz Kit (2x8GB) Vengeance XMP;20900;-1
54908;Memória;Corsair;Corsair 16GB DDR3 1866MHz Kit (2x8GB) Vengeance XMP;24390;-1
55013;Monitor;Apple;"Apple 27"" Thunderbolt Display LED 27"",2560x1440,1000:1,330cd/m2,12ms,White,Multimédia,LED,Thunderbolt port, Webcam, Mikrofon,27"",Full HD,16:9";278710;12
55330;Monitor;Benq;"Benq 24"" RL2455HM LED 24"",1920x1080,12000000:1,250cd/m2,5ms,1xDVI,2xHDMI,Black,Pivot,Multimédia,LED,D-Sub,Gaming Monitor,24"",Full HD,16:9";45090;36
55480;Nyomtató;Canon;Canon LBP-7100CN  i-SENSYS lézernyomtató;42800;12
55481;Nyomtató;Canon;Canon LBP-7110CW i-SENSYS wireless lézernyomtató;51950;12
55485;Nyomtató;Samsung;Samsung SL-M2825ND hálózatos/duplex lézernyomtató;31350;12
55495;Nyomtató;Samsung;Samsung SL-M2625 lézernyomtató;22990;12
55586;Monitor;Asus;"Asus 23"" VX238H-W LED 23"",1920x1080,80000000:1,250cd/m2,5ms,1xDVI,2xHDMI,White,Multimédia,LED,D-Sub,23"",Full HD,16:9";39350;36
55587;Monitor;Asus;"Asus 24"" VG248QE LED 24"",1920x1080,80000000:1,350cd/m2,1ms,1xDVI,1xHDMI,Black,Multimédia,LED,144Hz,DP,Full HD,16:9";74600;36
55799;Processzor;AMD;AMD FX-6350 AM3+ 3,9GHz BOX Black Edition;28200;36
55918;Monitor;Dell;"Dell 30"" UltraSharp U3014 LED 30"",2560x1600,1000:1, 2000000:1,350cd/m2,6ms,1xDVI,1xHDMI,Black,LED,USB3.0,16:10,30"",DP";318480;36
55992;Nyomtató;Epson;Epson Workforce AL-M300DN wireless lézernyomtató;29910;12
55994;Nyomtató;HP;HP Officejet Pro 251DW (CV136A) tintasugaras nyomtató;49900;12
56011;Nyomtató;HP;"HP Designjet T520 610mm (24"") ePrinter (CQ890A) wireless tintasugaras PLOTTER";302600;12
56390;Nyomtató;Brother;Brother HL3170CDW Lézer LED nyomtató;63830;24
56407;Monitor;Viewsonic;"Viewsonic 27"" VP2770-LED 27"",2560x1440,1000:1,300cd/m2,12ms,1xDVI,1xHDMI,Black,LED,USB,DP";134350;36
56579;Monitor;Benq;"Benq 24"" BL2411PT LED 24"",1920x1200,1000:1,300cd/m2,1xDVI,Black,Pivot,Multimédia,LED,DP";78560;36
56855;Nyomtató;Lexmark;Lexmark 2590n+ Mátrixnyomtató;193500;12
56860;Nyomtató;Lexmark;Lexmark CS410N színes lézernyomtató;87180;12
56861;Nyomtató;Lexmark;Lexmark CS510DE színes lézernyomtató;160440;12
56862;Nyomtató;Lexmark;Lexmark CS510DTE színes lézernyomtató;202520;12
56921;Nyomtató;Lexmark;Lexmark MS812DN Lézernyomtató;292030;12
56923;Nyomtató;Lexmark;Lexmark MS811DN Lézernyomtató;231860;12
56924;Nyomtató;Lexmark;Lexmark MS810DN Lézernyomtató;215400;12
56925;Nyomtató;Lexmark;Lexmark MS610DTE Lézernyomtató;258830;12
56926;Nyomtató;Lexmark;Lexmark MS610DE Lézernyomtató;222610;12
57205;Videokártya;PNY;PNY QUADRO K4000 3GB GDDR5 nVidia,PCIE,3072MB,DDR5,192bit,Aktív hûtés,1xDVI,DisplayPort;273020;36
57206;Videokártya;PNY;PNY QUADRO K2000 DVI 2GB GDDR5 nVidia,PCIE,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xmini DisplayPort;139480;36
57207;Videokártya;PNY;PNY QUADRO K2000 2GB GDDR5 nVidia,PCIE,2GB,DDR5,128bit,Aktív hûtés,1xDVI,DisplayPort;134270;36
57294;Processzor;AMD;AMD X2 A4-4000 FM2 3,0GHz BOX;6280;36
57390;Processzor;Intel;Intel Core i5-4670K 3400MHz 6MB LGA1150 Box;54500;36
57488;Memória;Corsair;Corsair 8GB DDR3 1600MHz Kit (2x4GB) Vengeance Pro;14490;-1
57490;Memória;Corsair;Corsair 8GB DDR3 1600MHz Kit (2x4GB) Vengeance Pro Red;12150;-1
57493;Memória;Corsair;Corsair 16GB DDR3 1866MHz Kit (2x8GB) Vengeance Pro;27280;-1
57496;Memória;Corsair;Corsair 8GB DDR3 1866MHz Kit (2x4GB) Vengeance Pro;11990;-1
57608;Processzor;AMD;AMD X2 A6-6400(K) FM2 3,9GHz BOX Black Edition;10900;36
57628;Memória;Kingston;Kingston 8GB DDR3 1333MHz Kit(2x4GB) Single Rank;8590;-1
57733;Nyomtató;Samsung;Samsung SL-M3325ND hálózatos lézernyomtató;55270;12
57734;Nyomtató;Samsung;Samsung SL-M3825ND hálózatos/duplex lézernyomtató;61990;12
57759;Memória;Corsair;Corsair 8GB DDR3 2133MHz Kit (2x4GB) Vengeance Pro;13490;-1
57760;Memória;Corsair;Corsair 8GB DDR3 2133MHz Kit (2x4GB) Vengeance Pro Red;12990;-1
57761;Memória;Corsair;Corsair 8GB DDR3 2133MHz Kit (2x4GB) Vengeance Pro Red;13490;-1
57858;Nyomtató;Lexmark;Lexmark MS812DTN Lézernyomtató;336110;12
57860;Nyomtató;Lexmark;Lexmark MS812DE Lézernyomtató;340410;12
57862;Nyomtató;Lexmark;Lexmark MS810DTN Lézernyomtató;265340;12
57865;Nyomtató;Lexmark;Lexmark C950DE Lézernyomtató;975770;12
57964;Nyomtató;Canon;Canon LBP-7210CDN i-SENSYS lézernyomtató;74010;12
58001;Memória;Kingston;Kingston 8GB DDR3 1600MHz Kit (2x4GB);8750;-1
58133;Memória;Geil;Geil 8GB DDR3 1600MHz Black Dragon CL11;11450;-1
58134;Memória;Geil;Geil 16GB DDR3 2133MHz Evo Leggera Kit2 (2x8GB);25950;-1
58135;Memória;Geil;Geil 16GB DDR3 2400MHz Evo Leggera Kit2 (2x8GB);27650;-1
58379;Nyomtató;Star;Star SP500 nyomtató, párhuzamos port White;43070;12
58385;Nyomtató;Star;Star SP500 nyomtató, soros port White;43070;12
58387;Nyomtató;Star;Star SP500 nyomtató, vágó, párhuzamos port White;53410;12
58417;Monitor;Dell;"Dell 21,5"" S2240T LED 21,5"",1920x1080,3000:1, 8000000:1,250cd/m2,12ms,1xDVI,1xHDMI,Black/Silver,LED,Érintõképernyõ,USB, D-Sub,21,5"",Full HD,16:9";80730;36
58425;Nyomtató;Brother;Brother PT-E100VP Címkenyomtató;9990;24
58429;Monitor;Acer;"Acer 19"" B196Lymdr LED 19"",1280x1024,100M:1,250cd/m2,5ms,1xDVI,Black,Pivot,Multimédia,LED,D-Sub,19""";36190;36
58653;Nyomtató;Star;Star TSP100 nyomtató, vágó, USB Grey;37160;48
58810;Memória;Kingston;Kingston 4GB DDR3 1600MHz CL11;4450;-1
58881;Monitor;Acer;"Acer 24"" V246HLbd LED 24"",1920x1080,100M:1,250cd/m2,5ms,1xDVI,Black,D-Sub,24"",Full HD,16:9";31000;36
59472;Nyomtató;Star;Star SP500 nyomtató, párhuzamos port Grey;43070;12
59636;Nyomtató;Lexmark;Lexmark MS811DTN Lézernyomtató;290100;12
59637;Nyomtató;Lexmark;Lexmark MS810N Lézernyomtató;157240;12
59638;Nyomtató;Lexmark;Lexmark MS810DE Lézernyomtató;252930;12
59639;Nyomtató;Lexmark;Lexmark MS610DN Lézernyomtató;162500;12
59640;Nyomtató;Lexmark;Lexmark CS410DTN színes lézernyomtató;148140;12
59863;Monitor;Philips;"Philips 18,5"" 193V5LSB2/10 LED 18,5"",1366x768,10M:1,200cd/m2,5ms,Black,LED,D-Sub,18,5"",16:9";18990;36
59864;Monitor;Philips;"Philips 21,5"" 226V4LAB/00 LED 21,5"",1920x1080,10M:1 / 1000:1,250cd/m2,5ms,1xDVI,Black,Multimédia,LED,D-Sub,21,5"",Full HD,16:9";25910;24
59966;Memória;Patriot;Patriot 16GB DDR3 1866MHz Viper 3 Series Kit (2x8GB) CL9 Blue;16490;-1
60031;Monitor;HP;"HP 20"" E201 LED 20"",1600x900,5000000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,USB,20"",16:9";42340;36
60061;Monitor;Viewsonic;"Viewsonic 24"" TD2420 24"",1920x1080,1000:1,200cd/m2,5ms,1xDVI,1xHDMI,Black,LED";72110;36
60124;Nyomtató;Samsung;Samsung SL-C410W wireless színes hálózatos lézernyomtató;41710;12
60308;Memória;Silicon Power;Silicon Power 8GB DDR3 1600MHz;10860;-1
60726;Memória;Geil;Geil 16GB DDR3 1333MHz Evo Potenza Kit2 (2x8GB);33910;-1
60728;Memória;Geil;Geil 8GB DDR3 1333MHz Evo Potenza Kit2 (2x4GB);12980;-1
60729;Memória;Geil;Geil 16GB DDR3 1600MHz Evo Potenza Kit2 (2x8GB);22780;-1
60731;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Potenza Kit2 (2x4GB) CL11;13550;-1
60732;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Potenza Kit2 (2x4GB);13980;-1
60733;Memória;Geil;Geil 16GB DDR3 1866MHz Evo Potenza Kit2 (2x8GB);24670;-1
60795;Memória;Corsair;Corsair 8GB DDR3 1600MHz Kit (2x4GB) Vengeance Green LP;10490;-1
60817;Monitor;Benq;"Benq 19"" BL912 LED 19"",1280x1024,12M:1,250cd/m2,5ms,1xDVI,Black,Multimédia,LED,5:4,19""";37230;36
60819;Monitor;Acer;"Acer 24"" V246HLbmd LED 24"",1920x1080,100M:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,24"",Full HD,16:9";36830;36
60820;Monitor;HP;"HP 27"" EliteDisplay E271i (D7Z72AA) LED 27"",1920x1080,1000:1,250cd/m2,7ms,1xDVI,Black,Pivot,LED,D-Sub, 2xUSB2.0,IPS,27"",DP,Full HD,16:9";76910;36
60878;Nyomtató;Brother;Brother HL1110E lézernyomtató;13500;24
60926;Processzor;Intel;Intel Core i5-4440 3100MHz 6MB LGA1150 Box;40790;36
60959;Monitor;Dell;"Dell 21,5"" P2214H LED 21,5"",1920x1080,1000:1,250cd/m2,8ms,1xDVI,Black,Pivot,LED,D-sub, 4xUSB,21,5"",DP,Full HD,16:9";43280;36
60960;Monitor;Dell;"Dell 23"" P2314H LED 23"",1920x1080,1000:1,250cd/m2,8ms,1xDVI,Black,Pivot,LED,D-Sub, 4xUSB,23"",DP,Full HD,16:9";46660;36
60961;Monitor;Dell;"Dell 27"" P2714H LED 27"",1920x1080,1000:1,300cd/m2,8ms,1xDVI,Black,Pivot,LED,D-Sub, 4xUSB,27"",DP,Full HD,16:9";75840;36
60990;Monitor;Acer;"Acer 20"" V206HQLAB LED 20"",1600x900,100000000:1,200cd/m2,5ms,Black,LED,D-Sub,20"",16:9";19590;36
60994;Monitor;Acer;"Acer 19"" V196Lbmd LED 19"",1280x1024,100M:1,500cd/m2,5ms,1xDVI,Black,Multimédia,LED,D-Sub,4:3,19""";31790;36
60996;Monitor;Acer;"Acer 21,5"" V226HQLAbmd LED 21,5"",1920x1080,100M:1,250cd/m2,8ms,1xDVI,Black,Multimédia,LED,D-Sub,21,5"",Full HD,16:9";30660;36
61079;Monitor;Dell;"Dell 24"" P2414H LED 24"",1920x1080,1000:1,250cd/m2,8ms,1xDVI,Black,Pivot,LED,D-Sub, 4xUSB2.0,24"",DP,Full HD,16:9";50010;36
61221;Monitor;Acer;"Acer 17""  V176Lbmd LED 17"",1280x1024,100M:1,250cd/m2,5ms,1xDVI,Black,Multimédia,LED,D-Sub,5:4,17""";26390;36
61346;Memória;CSX;CSX 4GB DDR3 1066MHz Standard;5960;-1
61350;Monitor;HP;"HP 21,5"" Z22i IPS LED 21,5"",1920x1080,1000:1,250cd/m2,8ms,1xDVI,Black,LED,D-Sub, 3xUSB2.0,IPS,21,5"",DP,Full HD,16:9";55380;36
61392;Memória;Crucial;Crucial 4GB DDR3 1600MHz Bulk;3990;-1
61659;Memória;CSX;CSX 1GB DDR3 1066MHz Standard;1640;-1
61793;Monitor;Dell;"Dell 19"" P1914S LED 19"",1280x1024,1000:1,250cd/m2,8ms,1xDVI,Black,Pivot,LED,USB, D-Sub,5:4,19"",DP";46370;36
61905;Monitor;Dell;"Dell 19,5"" P2014H LED 19,5"",1600x900,1000:1,250cd/m2,8ms,1xDVI,Black,Pivot,LED,D-Sub,19,5"",DP,16:9";39330;36
62007;Memória;Kingston;Kingston 2GB DDR2 800MHz Lenovo;7770;-1
62011;Memória;Kingston;Kingston 2GB DDR2 667MHz Fujitsu Celsius;7540;-1
62053;Nyomtató;Star;Star TSP650-II nyomtató, vágó, párhuzamos port Grey;55890;12
62054;Nyomtató;Star;Star TSP650-II nyomtató, vágó, soros port White;55890;12
62070;Monitor;Benq;"Benq 17"" BL702A LED 17"",1280x1024,12M:1,250cd/m2,5ms,LED,D-Sub,5:4,17""";27810;36
62179;Monitor;Acer;"Acer 19"" V196Lbd LED 19"",1280x1024,100000000:1,250cd/m2,5ms,LED,D-Sub,5:4,19""";32980;36
62188;Monitor;Asus;"Asus 21,5"" VE228TLB LED 21,5"",1920x1080,80000000:1,250cd/m2,5ms,1xDVI,Black,Pivot,Multimédia,LED,D-Sub, USB,21,5"",Full HD,16:9";34300;36
62336;Monitor;Asus;"Asus 22"" VS228HR LED 22"",1920x1080,50000000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,22"",Full HD,16:9";28400;36
62461;Videokártya;HP;HP nVIDIA NVS 315 nVidia,PCIE,1GB,DDR3,64bit,Aktív hûtés,1xDVI;27360;12
62470;Videokártya;Asus;Asus R7 250-1GD5 AMD,PCIE,GPU:1000MHz,RAM:4600MHz,1GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;20570;36
62527;Videokártya;Asus;Asus R7 240-2GD3-L AMD,PCIE,GPU:730MHz,RAM:900/1800MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;16200;36
62578;Videokártya;Sapphire;Sapphire R7 240 1GB DDR5 with Boost AMD,PCIE,GPU:730/780MHz,RAM:4600MHz,1GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,CrossFire;14890;24
62579;Videokártya;Sapphire;Sapphire R7 240 2GB DDR3 with Boost AMD,PCIE,GPU:730MHz,RAM:1800MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,CrossFire;14990;24
62580;Videokártya;Sapphire;Sapphire R7 240 4GB DDR3 with Boost AMD,PCIE,GPU:730MHz,RAM:1800MHz,4096MB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,CrossFire;20280;24
62663;Videokártya;Msi;Msi R7 250 2GD3 OC AMD,PCIE,GPU:1050/1100MHz,RAM:1800MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,CrossFire;18620;36
62693;Memória;Geil;Geil 8GB DDR3 2133MHz Evo Potenza Kit2 (2x4GB);14530;-1
62697;Nyomtató;HP;HP Officejet Pro X451dw (CN463A) wireless tintasugaras nyomtató;93890;12
62698;Nyomtató;HP;HP Officejet Pro X551dw (CV037A) wireless tintasugaras nyomtató;84900;12
62782;Videokártya;GIGABYTE;GIGABYTE R7 240 2GB DDR3 OC GV-R724OC-2GI AMD,PCIE,GPU:780/900MHz,RAM:1800MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;15200;36
62830;Memória;Geil;Geil 8GB DDR3 2400MHz Evo Leggera Kit2 (2x4GB);14720;-1
62960;Processzor;AMD;AMD X2 A4-6300 FM2 3,7GHz BOX;7400;36
63086;Memória;CSX;CSX 1GB DDR2 667MHz;1950;-1
63087;Memória;CSX;CSX 2GB DDR2 533MHz;4290;-1
63088;Memória;CSX;CSX 2GB DDR2 667MHz;4290;-1
63191;Nyomtató;Star;Star TSP650-II nyomtató, vágó párhuzamos port White;55890;12
63413;Memória;Kingston;Kingston 8GB DDR3 2800MHz Kit(2x4GB) HyperX XMP Predator Series;55490;-1
63578;Memória;Kingston;Kingston 4GB DDR3L 1600MHz;4300;-1
63579;Memória;Kingston;Kingston 8GB DDR3 1600MHz;7900;-1
63754;Nyomtató;Oki;Oki C711WT színes lézer LED nyomtató;528370;12
63779;Monitor;Acer;"Acer 19"" V196LBMD LED 19"",1280x1024,100000000:1,250cd/m2,5ms,1xDVI,Black,Multimédia,LED,D-Sub,5:4,19""";32800;36
63853;Videokártya;Asus;Asus HD5450-SL-2GD3-L AMD,PCIE,GPU:650MHz,RAM:900MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;11050;36
64005;Monitor;Benq;"Benq 24"" BL2405HT LED 24"",1920x1080,12M:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Pivot,LED,D-Sub,24"",Full HD,16:9";44300;36
64011;Memória;CSX;CSX 4GB DDR2 800MHz Kit (2x2GB);8180;120
64070;Memória;Geil;Geil 1GB DDR2 667MHz Value;4220;-1
64174;Monitor;Philips;"Philips 19,5"" 203V5LSB26 LED 19,5"",1600x900,600:1| 10000000:1,200cd/m2,5ms,Black,LED,D-Sub,19,5"",16:9";20960;36
64231;Memória;Kingston;Kingston 4GB DDR3 1333MHz;4790;36
64309;Videokártya;Sapphire;Sapphire HD6450 1GB DDR3 AMD,PCIE,GPU:625MHz,RAM:1600MHz,1GB,DDR3,64bit,Passzív hûtés,2xDVI,1xHDMI;11150;24
